"","X1","X2","X3","X4"
"1774","octet",0.00185908843224812,"[0.0008-0.008)",0.1
"1775","willy",0.00185366508866471,"[0.0008-0.008)",0.1
"1776","polly",0.0018495289026821,"[0.0008-0.008)",0.1
"1777","tidal",0.00184934059780193,"[0.0008-0.008)",0.1
"1778","crust",0.00184836483615014,"[0.0008-0.008)",0.1
"1779","dolly",0.00184750727453136,"[0.0008-0.008)",0.1
"1780","miner",0.00184621278037678,"[0.0008-0.008)",0.1
"1781","cajun",0.00184448298403167,"[0.0008-0.008)",0.1
"1782","diner",0.00184388872317607,"[0.0008-0.008)",0.1
"1783","mound",0.00184200811989229,"[0.0008-0.008)",0.1
"1784","chefs",0.00183628153208626,"[0.0008-0.008)",0.1
"1785","scion",0.00183034789042931,"[0.0008-0.008)",0.1
"1786","hoods",0.00182667961354289,"[0.0008-0.008)",0.1
"1787","proto",0.00182609921062219,"[0.0008-0.008)",0.1
"1788","wears",0.00182388438655543,"[0.0008-0.008)",0.1
"1789","regal",0.00182336756710077,"[0.0008-0.008)",0.1
"1790","curly",0.0018186713575135,"[0.0008-0.008)",0.1
"1791","hound",0.00181672064938257,"[0.0008-0.008)",0.1
"1792","wharf",0.00181527208759875,"[0.0008-0.008)",0.1
"1793","flick",0.0018149818861384,"[0.0008-0.008)",0.1
"1794","datum",0.00181475282262616,"[0.0008-0.008)",0.1
"1795","maize",0.00181137556237273,"[0.0008-0.008)",0.1
"1796","psalm",0.00180970527363044,"[0.0008-0.008)",0.1
"1797","gowns",0.00180777331447026,"[0.0008-0.008)",0.1
"1798","leaks",0.00180490064608187,"[0.0008-0.008)",0.1
"1799","swell",0.00180433980730457,"[0.0008-0.008)",0.1
"1800","chico",0.0018035906636471,"[0.0008-0.008)",0.1
"1801","irony",0.0018033192111575,"[0.0008-0.008)",0.1
"1802","levin",0.00179527182684133,"[0.0008-0.008)",0.1
"1803","amiga",0.0017947517466961,"[0.0008-0.008)",0.1
"1804","viper",0.00179465066528856,"[0.0008-0.008)",0.1
"1805","gypsy",0.00179438002797161,"[0.0008-0.008)",0.1
"1806","litre",0.00178947024315229,"[0.0008-0.008)",0.1
"1807","binds",0.00178843904976088,"[0.0008-0.008)",0.1
"1808","flare",0.00178566257174418,"[0.0008-0.008)",0.1
"1809","wight",0.00178544899651213,"[0.0008-0.008)",0.1
"1810","crank",0.00178132177742858,"[0.0008-0.008)",0.1
"1811","goats",0.00178108619253521,"[0.0008-0.008)",0.1
"1812","rains",0.00177996533015324,"[0.0008-0.008)",0.1
"1813","brace",0.00177948926933065,"[0.0008-0.008)",0.1
"1814","garth",0.00177403820987742,"[0.0008-0.008)",0.1
"1815","paolo",0.00177243476529174,"[0.0008-0.008)",0.1
"1816","argus",0.00177082561449756,"[0.0008-0.008)",0.1
"1817","mango",0.00177047345991646,"[0.0008-0.008)",0.1
"1818","thigh",0.00176982702801181,"[0.0008-0.008)",0.1
"1819","meats",0.00176752742599034,"[0.0008-0.008)",0.1
"1820","windy",0.00176295267712665,"[0.0008-0.008)",0.1
"1821","alamo",0.00176272524395969,"[0.0008-0.008)",0.1
"1822","steer",0.00176072154960706,"[0.0008-0.008)",0.1
"1823","vogue",0.00176060334957406,"[0.0008-0.008)",0.1
"1824","aired",0.00176045580332596,"[0.0008-0.008)",0.1
"1825","vodka",0.00175723668656496,"[0.0008-0.008)",0.1
"1826","zaire",0.00175660818845842,"[0.0008-0.008)",0.1
"1827","sakai",0.00175470476034069,"[0.0008-0.008)",0.1
"1828","knobs",0.00175364666625211,"[0.0008-0.008)",0.1
"1829","salts",0.00174836027167246,"[0.0008-0.008)",0.1
"1830","soups",0.00174564737712178,"[0.0008-0.008)",0.1
"1831","moist",0.0017448900817379,"[0.0008-0.008)",0.1
"1832","pests",0.00174186416089292,"[0.0008-0.008)",0.1
"1833","doris",0.00173875346209323,"[0.0008-0.008)",0.1
"1834","petit",0.00172882873518385,"[0.0008-0.008)",0.1
"1835","fries",0.00172788558043772,"[0.0008-0.008)",0.1
"1836","stall",0.00172348038748345,"[0.0008-0.008)",0.1
"1837","deere",0.00172326273638818,"[0.0008-0.008)",0.1
"1838","serif",0.00171947136843291,"[0.0008-0.008)",0.1
"1839","monks",0.00171489661956921,"[0.0008-0.008)",0.1
"1840","aloha",0.00171119492060449,"[0.0008-0.008)",0.1
"1841","utter",0.00170903634344999,"[0.0008-0.008)",0.1
"1842","rents",0.00170752745889071,"[0.0008-0.008)",0.1
"1843","cater",0.0017060161288135,"[0.0008-0.008)",0.1
"1844","colts",0.00170599982536067,"[0.0008-0.008)",0.1
"1845","dunes",0.0017023127995035,"[0.0008-0.008)",0.1
"1846","pinch",0.00169781630721338,"[0.0008-0.008)",0.1
"1847","troll",0.00169487842501368,"[0.0008-0.008)",0.1
"1848","filth",0.00169392630336849,"[0.0008-0.008)",0.1
"1849","kraft",0.00169301167966481,"[0.0008-0.008)",0.1
"1850","algae",0.00168630199365322,"[0.0008-0.008)",0.1
"1851","shady",0.00167881789363227,"[0.0008-0.008)",0.1
"1852","erect",0.0016770652724532,"[0.0008-0.008)",0.1
"1853","vests",0.00167613108460613,"[0.0008-0.008)",0.1
"1854","valet",0.00167329672933188,"[0.0008-0.008)",0.1
"1855","jihad",0.0016701526084539,"[0.0008-0.008)",0.1
"1856","raped",0.00166355134040362,"[0.0008-0.008)",0.1
"1857","sloan",0.00166319266444139,"[0.0008-0.008)",0.1
"1858","taxis",0.0016584271651796,"[0.0008-0.008)",0.1
"1859","hates",0.00165819239545887,"[0.0008-0.008)",0.1
"1860","tammy",0.00165124141834542,"[0.0008-0.008)",0.1
"1861","madam",0.00164956297787672,"[0.0008-0.008)",0.1
"1862","tease",0.00164605773551858,"[0.0008-0.008)",0.1
"1863","aroma",0.00164565177954315,"[0.0008-0.008)",0.1
"1864","rowan",0.00164244570554442,"[0.0008-0.008)",0.1
"1865","dwell",0.00164209273579068,"[0.0008-0.008)",0.1
"1866","stair",0.00164055450501631,"[0.0008-0.008)",0.1
"1867","sonny",0.00163429479430278,"[0.0008-0.008)",0.1
"1868","rotor",0.00163282259251237,"[0.0008-0.008)",0.1
"1869","quart",0.00163207915506338,"[0.0008-0.008)",0.1
"1870","bison",0.00163199845297188,"[0.0008-0.008)",0.1
"1871","fungi",0.00163092813129369,"[0.0008-0.008)",0.1
"1872","greed",0.00162827474434584,"[0.0008-0.008)",0.1
"1873","bleed",0.00162143626105691,"[0.0008-0.008)",0.1
"1874","incur",0.00161739381992807,"[0.0008-0.008)",0.1
"1875","cores",0.00161703758948376,"[0.0008-0.008)",0.1
"1876","nifty",0.0016154602304226,"[0.0008-0.008)",0.1
"1877","yates",0.0016147754854038,"[0.0008-0.008)",0.1
"1878","infos",0.00161431980389724,"[0.0008-0.008)",0.1
"1879","thanx",0.00161365543819448,"[0.0008-0.008)",0.1
"1880","dukes",0.00160725796330456,"[0.0008-0.008)",0.1
"1881","fudge",0.00160552735178681,"[0.0008-0.008)",0.1
"1882","homme",0.00160415704657657,"[0.0008-0.008)",0.1
"1883","weave",0.00160200173011263,"[0.0008-0.008)",0.1
"1884","exits",0.0016002222082364,"[0.0008-0.008)",0.1
"1885","reiki",0.00159950078044873,"[0.0008-0.008)",0.1
"1886","cured",0.00159419808241625,"[0.0008-0.008)",0.1
"1887","buggy",0.00159401955960777,"[0.0008-0.008)",0.1
"1888","recon",0.00159376359539837,"[0.0008-0.008)",0.1
"1889","slack",0.00159308048072485,"[0.0008-0.008)",0.1
"1890","vines",0.00159142486509011,"[0.0008-0.008)",0.1
"1891","gorge",0.00158980185636103,"[0.0008-0.008)",0.1
"1892","liens",0.00158763268196219,"[0.0008-0.008)",0.1
"1893","cages",0.00158389756091917,"[0.0008-0.008)",0.1
"1894","pager",0.0015837899581305,"[0.0008-0.008)",0.1
"1895","banjo",0.00158198516590238,"[0.0008-0.008)",0.1
"1896","stout",0.00158103875046568,"[0.0008-0.008)",0.1
"1897","pepsi",0.0015762064070473,"[0.0008-0.008)",0.1
"1898","stare",0.0015697111114404,"[0.0008-0.008)",0.1
"1899","missy",0.00156957497760929,"[0.0008-0.008)",0.1
"1900","flair",0.00156854704490845,"[0.0008-0.008)",0.1
"1901","aisle",0.0015629459936892,"[0.0008-0.008)",0.1
"1902","dunno",0.00156272834259394,"[0.0008-0.008)",0.1
"1903","limbs",0.00156215609139965,"[0.0008-0.008)",0.1
"1904","paved",0.00156071486616961,"[0.0008-0.008)",0.1
"1905","scots",0.00155805088197743,"[0.0008-0.008)",0.1
"1906","seize",0.00155605696969649,"[0.0008-0.008)",0.1
"1907","spawn",0.00155603169934461,"[0.0008-0.008)",0.1
"1908","epoxy",0.00155541135296448,"[0.0008-0.008)",0.1
"1909","stony",0.00155506490459188,"[0.0008-0.008)",0.1
"1910","crypt",0.00155258351907137,"[0.0008-0.008)",0.1
"1911","bogus",0.00155185230921201,"[0.0008-0.008)",0.1
"1912","faded",0.00154854107794253,"[0.0008-0.008)",0.1
"1913","tying",0.00154737456589265,"[0.0008-0.008)",0.1
"1914","diode",0.00154705746373513,"[0.0008-0.008)",0.1
"1915","motto",0.00154405681324204,"[0.0008-0.008)",0.1
"1916","rubin",0.00154022224113676,"[0.0008-0.008)",0.1
"1917","deter",0.00153865547931994,"[0.0008-0.008)",0.1
"1918","furry",0.00153854787653127,"[0.0008-0.008)",0.1
"1919","cubes",0.00153849244479165,"[0.0008-0.008)",0.1
"1920","rinse",0.00153729006514555,"[0.0008-0.008)",0.1
"1921","tides",0.00153640641800224,"[0.0008-0.008)",0.1
"1922","venom",0.00153509888108539,"[0.0008-0.008)",0.1
"1923","mummy",0.00153165477667536,"[0.0008-0.008)",0.1
"1924","cries",0.00153098144407354,"[0.0008-0.008)",0.1
"1925","ether",0.00153033582734153,"[0.0008-0.008)",0.1
"1926","sheds",0.00152775009972292,"[0.0008-0.008)",0.1
"1927","sofas",0.00152595427439386,"[0.0008-0.008)",0.1
"1928","boing",0.00152491982031189,"[0.0008-0.008)",0.1
"1929","techs",0.0015208390660689,"[0.0008-0.008)",0.1
"1930","haute",0.00151868619512289,"[0.0008-0.008)",0.1
"1931","wacky",0.00151775282244846,"[0.0008-0.008)",0.1
"1932","muddy",0.0015163743655118,"[0.0008-0.008)",0.1
"1933","shalt",0.00151159582348775,"[0.0008-0.008)",0.1
"1934","visor",0.00150823323634186,"[0.0008-0.008)",0.1
"1935","naive",0.00150683766077974,"[0.0008-0.008)",0.1
"1936","hires",0.00150419242555831,"[0.0008-0.008)",0.1
"1937","folio",0.00150171267038309,"[0.0008-0.008)",0.1
"1938","barre",0.00149952963804934,"[0.0008-0.008)",0.1
"1939","fiery",0.00149882125302394,"[0.0008-0.008)",0.1
"1940","fakes",0.00149486358984981,"[0.0008-0.008)",0.1
"1941","emule",0.00148896744613437,"[0.0008-0.008)",0.1
"1942","acorn",0.00148822156316746,"[0.0008-0.008)",0.1
"1943","bayer",0.00148788815755712,"[0.0008-0.008)",0.1
"1944","basal",0.00148503179262155,"[0.0008-0.008)",0.1
"1945","smoky",0.00148213385388128,"[0.0008-0.008)",0.1
"1946","flirt",0.00148175479860302,"[0.0008-0.008)",0.1
"1947","slang",0.00148175398343037,"[0.0008-0.008)",0.1
"1948","finch",0.00148039182994655,"[0.0008-0.008)",0.1
"1949","largo",0.00147910141165517,"[0.0008-0.008)",0.1
"1950","tally",0.00147758600571475,"[0.0008-0.008)",0.1
"1951","creep",0.0014770773379865,"[0.0008-0.008)",0.1
"1952","agile",0.00147461062557354,"[0.0008-0.008)",0.1
"1953","sacks",0.0014741533137217,"[0.0008-0.008)",0.1
"1954","kiosk",0.00147395115090663,"[0.0008-0.008)",0.1
"1955","ionic",0.00147390713158399,"[0.0008-0.008)",0.1
"1956","stray",0.00147346123214913,"[0.0008-0.008)",0.1
"1957","poppy",0.00147159367162762,"[0.0008-0.008)",0.1
"1958","forte",0.00146356748180013,"[0.0008-0.008)",0.1
"1959","waive",0.00145836586517518,"[0.0008-0.008)",0.1
"1960","greet",0.00145444651511519,"[0.0008-0.008)",0.1
"1961","lymph",0.00145251129526444,"[0.0008-0.008)",0.1
"1962","latch",0.00144928076608647,"[0.0008-0.008)",0.1
"1963","verbs",0.00144896040323839,"[0.0008-0.008)",0.1
"1964","drank",0.00144875987076859,"[0.0008-0.008)",0.1
"1965","santo",0.00144528478979819,"[0.0008-0.008)",0.1
"1966","torso",0.00144249852970979,"[0.0008-0.008)",0.1
"1967","grabs",0.00143741674346313,"[0.0008-0.008)",0.1
"1968","wards",0.00143451309851437,"[0.0008-0.008)",0.1
"1969","hinge",0.0014338014527984,"[0.0008-0.008)",0.1
"1970","stunt",0.001430487776011,"[0.0008-0.008)",0.1
"1971","maven",0.00143048043945722,"[0.0008-0.008)",0.1
"1972","vitae",0.00143032963251856,"[0.0008-0.008)",0.1
"1973","witty",0.00142971988338277,"[0.0008-0.008)",0.1
"1974","hertz",0.00142893650247436,"[0.0008-0.008)",0.1
"1975","flown",0.00142625458448406,"[0.0008-0.008)",0.1
"1976","silky",0.00142606790994918,"[0.0008-0.008)",0.1
"1977","repay",0.00142368842100885,"[0.0008-0.008)",0.1
"1978","await",0.00142295476563156,"[0.0008-0.008)",0.1
"1979","fetus",0.00142187873774488,"[0.0008-0.008)",0.1
"1980","cider",0.00142120948100627,"[0.0008-0.008)",0.1
"1981","gangs",0.00142093150713554,"[0.0008-0.008)",0.1
"1982","lilac",0.00141732762888779,"[0.0008-0.008)",0.1
"1983","sinus",0.00141723062334346,"[0.0008-0.008)",0.1
"1984","hears",0.00141618312649923,"[0.0008-0.008)",0.1
"1985","pivot",0.00141387129688814,"[0.0008-0.008)",0.1
"1986","glide",0.00141134426169971,"[0.0008-0.008)",0.1
"1987","creme",0.00140550681041445,"[0.0008-0.008)",0.1
"1988","waltz",0.00140455957980511,"[0.0008-0.008)",0.1
"1989","blush",0.00140372973405614,"[0.0008-0.008)",0.1
"1990","monde",0.00140353001675899,"[0.0008-0.008)",0.1
"1991","modal",0.00140093124637812,"[0.0008-0.008)",0.1
"1992","cadet",0.00140016009305933,"[0.0008-0.008)",0.1
"1993","carbs",0.00139872620438306,"[0.0008-0.008)",0.1
"1994","opted",0.0013923694881252,"[0.0008-0.008)",0.1
"1995","tweak",0.00139048970001407,"[0.0008-0.008)",0.1
"1996","trait",0.00139020928062542,"[0.0008-0.008)",0.1
"1997","eater",0.00138809879865676,"[0.0008-0.008)",0.1
"1998","hides",0.00138634128644185,"[0.0008-0.008)",0.1
"1999","synth",0.00138342541390346,"[0.0008-0.008)",0.1
"2000","layup",0.00138183419690739,"[0.0008-0.008)",0.1
"2001","nazis",0.00138139563402631,"[0.0008-0.008)",0.1
"2002","piles",0.00138092609458484,"[0.0008-0.008)",0.1
"2003","bezel",0.00137975713701704,"[0.0008-0.008)",0.1
"2004","havoc",0.0013794278072699,"[0.0008-0.008)",0.1
"2005","sling",0.00137663910166358,"[0.0008-0.008)",0.1
"2006","tummy",0.00137367187324878,"[0.0008-0.008)",0.1
"2007","axial",0.0013736368208252,"[0.0008-0.008)",0.1
"2008","epoch",0.00136968160316899,"[0.0008-0.008)",0.1
"2009","plaid",0.00136875067601248,"[0.0008-0.008)",0.1
"2010","fable",0.00136847188696911,"[0.0008-0.008)",0.1
"2011","scars",0.00136749041910883,"[0.0008-0.008)",0.1
"2012","pesos",0.00136655867677968,"[0.0008-0.008)",0.1
"2013","spans",0.0013659293635005,"[0.0008-0.008)",0.1
"2014","obese",0.00136411478920068,"[0.0008-0.008)",0.1
"2015","sober",0.00136354742904225,"[0.0008-0.008)",0.1
"2016","tread",0.00136343493521773,"[0.0008-0.008)",0.1
"2017","wigan",0.00136156737469622,"[0.0008-0.008)",0.1
"2018","paddy",0.00136049216198218,"[0.0008-0.008)",0.1
"2019","norma",0.00135744341630324,"[0.0008-0.008)",0.1
"2020","mondo",0.00135719804933817,"[0.0008-0.008)",0.1
"2021","otter",0.00135509001288744,"[0.0008-0.008)",0.1
"2022","earns",0.00135476557417615,"[0.0008-0.008)",0.1
"2023","sassy",0.00135153178430761,"[0.0008-0.008)",0.1
"2024","vases",0.00135088942826616,"[0.0008-0.008)",0.1
"2025","ramps",0.00134604974829401,"[0.0008-0.008)",0.1
"2026","dread",0.0013448905727979,"[0.0008-0.008)",0.1
"2027","casts",0.00134152146427088,"[0.0008-0.008)",0.1
"2028","needy",0.00133373412002732,"[0.0008-0.008)",0.1
"2029","weary",0.00133113208895588,"[0.0008-0.008)",0.1
"2030","tweed",0.00133025333284843,"[0.0008-0.008)",0.1
"2031","snowy",0.00133013268729749,"[0.0008-0.008)",0.1
"2032","genie",0.00132687770294027,"[0.0008-0.008)",0.1
"2033","bling",0.0013265752738903,"[0.0008-0.008)",0.1
"2034","chars",0.00132654348215729,"[0.0008-0.008)",0.1
"2035","fined",0.0013208413495305,"[0.0008-0.008)",0.1
"2036","apron",0.00131842517782131,"[0.0008-0.008)",0.1
"2037","aides",0.00131611416338286,"[0.0008-0.008)",0.1
"2038","yummy",0.00131223394160967,"[0.0008-0.008)",0.1
"2039","momma",0.00131171060077387,"[0.0008-0.008)",0.1
"2040","sexes",0.00131088727640603,"[0.0008-0.008)",0.1
"2041","husky",0.00130990173268255,"[0.0008-0.008)",0.1
"2042","bland",0.00130956669672692,"[0.0008-0.008)",0.1
"2043","ching",0.00130889907033359,"[0.0008-0.008)",0.1
"2044","sails",0.00130555523215845,"[0.0008-0.008)",0.1
"2045","robes",0.00130486396575852,"[0.0008-0.008)",0.1
"2046","adept",0.00130044736038727,"[0.0008-0.008)",0.1
"2047","kudos",0.00129604787364148,"[0.0008-0.008)",0.1
"2048","krona",0.0012924040519343,"[0.0008-0.008)",0.1
"2049","ester",0.00128941562903083,"[0.0008-0.008)",0.1
"2050","servo",0.00128937405522612,"[0.0008-0.008)",0.1
"2051","snail",0.00128849448394602,"[0.0008-0.008)",0.1
"2052","sutra",0.00128803065071304,"[0.0008-0.008)",0.1
"2053","mower",0.00128767605061402,"[0.0008-0.008)",0.1
"2054","swine",0.00128692364626599,"[0.0008-0.008)",0.1
"2055","heron",0.00128537481824727,"[0.0008-0.008)",0.1
"2056","graft",0.00128492321260392,"[0.0008-0.008)",0.1
"2057","envoy",0.00128328145490409,"[0.0008-0.008)",0.1
"2058","clans",0.00128024575198741,"[0.0008-0.008)",0.1
"2059","abort",0.00127973300839595,"[0.0008-0.008)",0.1
"2060","edged",0.00127819803831215,"[0.0008-0.008)",0.1
"2061","duvet",0.00127784669890369,"[0.0008-0.008)",0.1
"2062","spade",0.00127783610165935,"[0.0008-0.008)",0.1
"2063","glare",0.00127745460086316,"[0.0008-0.008)",0.1
"2064","grids",0.00127406185232954,"[0.0008-0.008)",0.1
"2065","haiku",0.00126975203457432,"[0.0008-0.008)",0.1
"2066","wafer",0.00126695517724158,"[0.0008-0.008)",0.1
"2067","stash",0.00126656389437369,"[0.0008-0.008)",0.1
"2068","roofs",0.00126652313574162,"[0.0008-0.008)",0.1
"2069","reefs",0.00126641390260767,"[0.0008-0.008)",0.1
"2070","semen",0.00126620929427467,"[0.0008-0.008)",0.1
"2071","hover",0.00126617587219637,"[0.0008-0.008)",0.1
"2072","molds",0.00126565416170586,"[0.0008-0.008)",0.1
"2073","genoa",0.00126190029169209,"[0.0008-0.008)",0.1
"2074","leafs",0.00125991616148285,"[0.0008-0.008)",0.1
"2075","agony",0.00125797849611418,"[0.0008-0.008)",0.1
"2076","lacey",0.00125481807178336,"[0.0008-0.008)",0.1
"2077","cones",0.00125429636129285,"[0.0008-0.008)",0.1
"2078","lupus",0.00125424174472587,"[0.0008-0.008)",0.1
"2079","taxed",0.00125356107557028,"[0.0008-0.008)",0.1
"2080","gator",0.00125252825183359,"[0.0008-0.008)",0.1
"2081","walla",0.00125144651773842,"[0.0008-0.008)",0.1
"2082","taped",0.0012507536209932,"[0.0008-0.008)",0.1
"2083","docks",0.00125053678507059,"[0.0008-0.008)",0.1
"2084","bully",0.0012491852288311,"[0.0008-0.008)",0.1
"2085","rhyme",0.00124781166293029,"[0.0008-0.008)",0.1
"2086","snort",0.00124146146805357,"[0.0008-0.008)",0.1
"2087","triad",0.0012386817293463,"[0.0008-0.008)",0.1
"2088","fitch",0.00123791546706336,"[0.0008-0.008)",0.1
"2089","cameo",0.00123697312748987,"[0.0008-0.008)",0.1
"2090","leach",0.00123655901978803,"[0.0008-0.008)",0.1
"2091","fanny",0.00123588242649564,"[0.0008-0.008)",0.1
"2092","milky",0.00123574058645603,"[0.0008-0.008)",0.1
"2093","combs",0.00123525474356174,"[0.0008-0.008)",0.1
"2094","snaps",0.00123291193739028,"[0.0008-0.008)",0.1
"2095","hurst",0.00123084139888105,"[0.0008-0.008)",0.1
"2096","coils",0.00122578080712307,"[0.0008-0.008)",0.1
"2097","navel",0.00122526724835897,"[0.0008-0.008)",0.1
"2098","bumps",0.00122375428793648,"[0.0008-0.008)",0.1
"2099","sable",0.0012236148934148,"[0.0008-0.008)",0.1
"2100","spool",0.00122236441858285,"[0.0008-0.008)",0.1
"2101","annoy",0.00122097780991978,"[0.0008-0.008)",0.1
"2102","toxin",0.00121943468810956,"[0.0008-0.008)",0.1
"2103","axiom",0.00121906867559356,"[0.0008-0.008)",0.1
"2104","vents",0.00121779293040972,"[0.0008-0.008)",0.1
"2105","mater",0.00121778722420123,"[0.0008-0.008)",0.1
"2106","humps",0.00121685548187208,"[0.0008-0.008)",0.1
"2107","joker",0.0012164976210825,"[0.0008-0.008)",0.1
"2108","hikes",0.00121600036577123,"[0.0008-0.008)",0.1
"2109","wiped",0.00121593433678727,"[0.0008-0.008)",0.1
"2110","heirs",0.00121453223984401,"[0.0008-0.008)",0.1
"2111","twill",0.00121426730873555,"[0.0008-0.008)",0.1
"2112","cures",0.00121393553347049,"[0.0008-0.008)",0.1
"2113","brink",0.00121043273663027,"[0.0008-0.008)",0.1
"2114","truss",0.00121002922617277,"[0.0008-0.008)",0.1
"2115","pinot",0.00120796113318147,"[0.0008-0.008)",0.1
"2116","khaki",0.00120768152896546,"[0.0008-0.008)",0.1
"2117","mould",0.00120632915755333,"[0.0008-0.008)",0.1
"2118","gimme",0.00119973767157475,"[0.0008-0.008)",0.1
"2119","croft",0.00119684706938824,"[0.0008-0.008)",0.1
"2120","penal",0.00119602292984776,"[0.0008-0.008)",0.1
"2121","combi",0.0011944692107932,"[0.0008-0.008)",0.1
"2122","cowan",0.00119280381308676,"[0.0008-0.008)",0.1
"2123","riots",0.00119262692062357,"[0.0008-0.008)",0.1
"2124","lapse",0.00118977870741443,"[0.0008-0.008)",0.1
"2125","wally",0.00118943959559559,"[0.0008-0.008)",0.1
"2126","shrub",0.00118869860366453,"[0.0008-0.008)",0.1
"2127","finer",0.00118681963072604,"[0.0008-0.008)",0.1
"2128","smack",0.00118351655118298,"[0.0008-0.008)",0.1
"2129","cloak",0.00118204597973784,"[0.0008-0.008)",0.1
"2130","manic",0.00118079795042382,"[0.0008-0.008)",0.1
"2131","choke",0.00118048899999272,"[0.0008-0.008)",0.1
"2132","gravy",0.00117474447838858,"[0.0008-0.008)",0.1
"2133","payer",0.00117304076756799,"[0.0008-0.008)",0.1
"2134","abbas",0.00117185795206528,"[0.0008-0.008)",0.1
"2135","moods",0.00117181882377849,"[0.0008-0.008)",0.1
"2136","glaze",0.00116694001551955,"[0.0008-0.008)",0.1
"2137","salle",0.00116299050407183,"[0.0008-0.008)",0.1
"2138","infra",0.00116284295782374,"[0.0008-0.008)",0.1
"2139","gated",0.0011625038460049,"[0.0008-0.008)",0.1
"2140","dizzy",0.0011610634359475,"[0.0008-0.008)",0.1
"2141","cribs",0.00116078220138621,"[0.0008-0.008)",0.1
"2142","psych",0.00115989040251648,"[0.0008-0.008)",0.1
"2143","verge",0.00115962384106274,"[0.0008-0.008)",0.1
"2144","nomad",0.00115920891818825,"[0.0008-0.008)",0.1
"2145","thorn",0.00115890893465621,"[0.0008-0.008)",0.1
"2146","spins",0.00115841249451758,"[0.0008-0.008)",0.1
"2147","spoil",0.00115699083343093,"[0.0008-0.008)",0.1
"2148","phono",0.00115661177815266,"[0.0008-0.008)",0.1
"2149","hoses",0.00115454939136985,"[0.0008-0.008)",0.1
"2150","lycra",0.0011514492898145,"[0.0008-0.008)",0.1
"2151","sissy",0.00115013604668916,"[0.0008-0.008)",0.1
"2152","hymns",0.00114925566023642,"[0.0008-0.008)",0.1
"2153","palsy",0.00114898746843739,"[0.0008-0.008)",0.1
"2154","cuffs",0.00114826441030445,"[0.0008-0.008)",0.1
"2155","outta",0.00114256635354087,"[0.0008-0.008)",0.1
"2156","xenon",0.00114127348973156,"[0.0008-0.008)",0.1
"2157","bayou",0.00113957711546475,"[0.0008-0.008)",0.1
"2158","tonic",0.00113586318891041,"[0.0008-0.008)",0.1
"2159","potty",0.00113359293310403,"[0.0008-0.008)",0.1
"2160","rites",0.0011316756470514,"[0.0008-0.008)",0.1
"2161","colby",0.0011304439211902,"[0.0008-0.008)",0.1
"2162","ditto",0.00112983091136384,"[0.0008-0.008)",0.1
"2163","oddly",0.00112921953188277,"[0.0008-0.008)",0.1
"2164","undue",0.0011229549301334,"[0.0008-0.008)",0.1
"2165","tuple",0.00112233295340799,"[0.0008-0.008)",0.1
"2166","elves",0.00112125448000339,"[0.0008-0.008)",0.1
"2167","chant",0.00112039610321196,"[0.0008-0.008)",0.1
"2168","hutch",0.00111931926015264,"[0.0008-0.008)",0.1
"2169","tufts",0.00111889700072438,"[0.0008-0.008)",0.1
"2170","parry",0.00111808345842823,"[0.0008-0.008)",0.1
"2171","raves",0.00111559473635395,"[0.0008-0.008)",0.1
"2172","mamma",0.0011154952852917,"[0.0008-0.008)",0.1
"2173","folly",0.00111514965209173,"[0.0008-0.008)",0.1
"2174","mural",0.00111461652918424,"[0.0008-0.008)",0.1
"2175","wager",0.00111431165461635,"[0.0008-0.008)",0.1
"2176","purge",0.0011136358764966,"[0.0008-0.008)",0.1
"2177","comix",0.00111072734051199,"[0.0008-0.008)",0.1
"2178","poser",0.00110945159532816,"[0.0008-0.008)",0.1
"2179","perky",0.00110864212889522,"[0.0008-0.008)",0.1
"2180","fused",0.00110785059626039,"[0.0008-0.008)",0.1
"2181","stump",0.00110625367305584,"[0.0008-0.008)",0.1
"2182","scalp",0.00110605884679453,"[0.0008-0.008)",0.1
"2183","actin",0.00110577435154268,"[0.0008-0.008)",0.1
"2184","melon",0.00110473337607957,"[0.0008-0.008)",0.1
"2185","siren",0.00110437877598055,"[0.0008-0.008)",0.1
"2186","clasp",0.00110406411934096,"[0.0008-0.008)",0.1
"2187","wipes",0.00110118900543465,"[0.0008-0.008)",0.1
"2188","krone",0.00110068930460545,"[0.0008-0.008)",0.1
"2189","aegis",0.00110031024932719,"[0.0008-0.008)",0.1
"2190","derry",0.00109938421320653,"[0.0008-0.008)",0.1
"2191","amour",0.00109785739484913,"[0.0008-0.008)",0.1
"2192","totes",0.00109584636394273,"[0.0008-0.008)",0.1
"2193","thugs",0.00109491380644094,"[0.0008-0.008)",0.1
"2194","sonar",0.00109381658406558,"[0.0008-0.008)",0.1
"2195","ethyl",0.00109183000833842,"[0.0008-0.008)",0.1
"2196","lambs",0.00109155529515826,"[0.0008-0.008)",0.1
"2197","ulcer",0.00108956382839525,"[0.0008-0.008)",0.1
"2198","ethic",0.00108688598626816,"[0.0008-0.008)",0.1
"2199","taxon",0.0010866683351729,"[0.0008-0.008)",0.1
"2200","thine",0.00108627379161445,"[0.0008-0.008)",0.1
"2201","genet",0.00108590207288996,"[0.0008-0.008)",0.1
"2202","parma",0.00108473311532215,"[0.0008-0.008)",0.1
"2203","opium",0.00108442334971841,"[0.0008-0.008)",0.1
"2204","enema",0.00108378099367696,"[0.0008-0.008)",0.1
